TestID,TrainID,"[m,b]","(x,y)",Prediction
27200,14520,"[1, -1]","(train,test)",169869311
27260,82043,"[1, -1]","(train,test)",12
27281,29807,"[3, 1]","(train,test)",23416728348467686
27314,21996,"[1, 0]","(train,test)",1
27330,10344,"[-729, 729]","(train,test)",8869743
27350,19557,"[1, 1]","(train,test)",2147483646
27380,104,"[2, -11]","(test,train)",10.0
27384,28448,"[1, -1]","(train,test)",3572
27393,10482,"[2, 2]","(train,test)",106348
27405,154014,"[2, 0]","(test,train)",6665.0
27477,138453,"[1, 0]","(train,test)",83
27487,68771,"[1, 1]","(train,test)",155867104
27538,17481,"[1, 0]","(train,test)",0
27551,52317,"[6, 0]","(train,test)",168
27560,225417,"[2, -1]","(train,test)",391
27600,60609,"[1, -5]","(train,test)",93
27601,22851,"[3, 3]","(train,test)",216172782113783808
27652,52888,"[1, -1]","(train,test)",0
27705,54361,"[2, 0]","(test,train)",1431655766.0
27752,120746,"[2, 0]","(train,test)",196656
27792,2629,"[1, 0]","(train,test)",384163702086528
27820,127776,"[2, 3]","(test,train)",387497934832825.0
27835,75853,"[78125, 0]","(train,test)",13348388671875
27852,26333,"[24, -19]","(train,test)",56165
27864,100201,"[-4, 4]","(train,test)",5345344
27938,11225,"[-5, 0]","(test,train)",-1.0
27946,1214,"[1458, 29142]","(train,test)",49554
27958,175582,"[2, 1]","(train,test)",827
28007,4445,"[1, 840350]","(train,test)",840730
28039,150975,"[2, -2]","(train,test)",60840
28056,9353,"[1, -1]","(train,test)",14356
28146,187663,"[1, -4]","(train,test)",1378
28179,120809,"[1, 5]","(train,test)",44264
28188,52901,"[4, 0]","(train,test)",332
28227,126431,"[1, -14]","(train,test)",7813
28322,47255,"[5, -3]","(test,train)",2472169789339635.0
28377,21345,"[1, 2187]","(train,test)",2707
28388,5212,"[2, 0]","(train,test)",26
28466,5544,"[1, 0]","(train,test)",7121453984059539456
28603,90726,"[14, 4]","(train,test)",576460752303423488
28607,218275,"[1, 0]","(train,test)",5000
28681,122937,"[1, 3]","(train,test)",158
28742,185060,"[2, 0]","(train,test)",1967044844910430876860416
28784,92659,"[1, 0]","(train,test)",217
28849,1760,"[2, 1]","(train,test)",239
28881,12262,"[1, 0]","(train,test)",525893003079214694400
28925,11060,"[1, -1]","(train,test)",18
28942,118119,"[1, 625]","(train,test)",720
28953,88177,"[2, 1]","(test,train)",623094791644755.0
29055,168840,"[1, 2]","(train,test)",323761
29142,803,"[6, -6]","(train,test)",12
29255,180256,"[3, -5]","(train,test)",844424879800321
29339,1214,"[171, 3268]","(train,test)",6688
29390,85545,"[2, 0]","(train,test)",24308744928
29426,211064,"[1, 0]","(train,test)",21
29496,44848,"[1, -1]","(train,test)",121
29545,11242,"[1, 0]","(train,test)",572204589843750
29702,19294,"[256, -2032]","(train,test)",295952
29737,17770,"[1, 0]","(train,test)",6311523942644393705472
29753,1214,"[1, -9]","(train,test)",32
29771,60172,"[30, 19]","(train,test)",2689
29860,1214,"[12, 228]","(train,test)",636
29877,125319,"[1, 0]","(train,test)",405078061871575
29879,172129,"[3, 0]","(train,test)",44108109
29903,3587,"[1, 0]","(train,test)",1741769316989023076352
29915,94382,"[2, 0]","(train,test)",1046
29986,71501,"[2, 0]","(train,test)",531442
30250,116856,"[8, -15]","(train,test)",1905
30273,35917,"[1, -1]","(train,test)",7
30275,19294,"[484, -3850]","(train,test)",495638
30364,45010,"[1, 2]","(train,test)",275
30369,90509,"[2, 0]","(test,train)",1.8688700899904717e+17
30414,97738,"[3, -2]","(train,test)",1609
30455,17770,"[1, 0]","(train,test)",6311523942644393705472
30497,111940,"[20, 10]","(train,test)",14050
30621,159146,"[1, -2]","(train,test)",577
30644,90255,"[1, 3]","(train,test)",18059377
30648,132409,"[1, -2]","(train,test)",171774
30673,207411,"[1, -1]","(train,test)",13493
30725,91503,"[2, 3]","(train,test)",131
30735,115040,"[32, 0]","(train,test)",860160
30936,20389,"[1, 0]","(train,test)",1129718145924
30982,1280,"[0, 24]","(train,test)",24
31019,150689,"[1, 2]","(train,test)",476636
31021,85930,"[1, 1]","(train,test)",7
31180,213198,"[1, -1]","(train,test)",345
31227,963,"[50, 800]","(train,test)",35000
31248,100565,"[2, 3]","(train,test)",19
31287,75853,"[279936, 0]","(train,test)",29509034655744
31291,1214,"[997, 19952]","(train,test)",34907
31306,38138,"[1, 0]","(train,test)",1
31332,8028,"[1, 0]","(train,test)",13027308783283592
31416,59982,"[6, 5]","(train,test)",43319
31422,1214,"[-1, 20]","(train,test)",-21
31451,1817,"[32, -17]","(train,test)",4294967279
31464,185402,"[2, -1]","(train,test)",17179869249
31494,12262,"[1, 0]","(train,test)",525893003079214694400
31504,169837,"[1, 1]","(train,test)",298
31512,221607,"[1, 0]","(train,test)",463219
31631,41454,"[1, 1]","(train,test)",281
31732,3515,"[13, 0]","(train,test)",5707
31783,110429,"[1, -2]","(train,test)",3865
31788,199621,"[1, 1]","(train,test)",147
31961,7121,"[2, 0]","(train,test)",24
32012,963,"[20, -201996]","(test,train)",10140.0
32025,143552,"[2, 0]","(test,train)",321.0
32028,40116,"[2, 0]","(test,train)",617608282987020.0
32031,18467,"[2, 0]","(test,train)",7193745818436.0
32116,51254,"[1, 2]","(train,test)",39088172
32117,27803,"[2, -8]","(test,train)",847288609447.0
32132,179203,"[1, 1]","(train,test)",160
32207,136114,"[1, 3]","(train,test)",967
32237,75036,"[3, -2]","(test,train)",29320310074027.0
32293,135489,"[1, 4855370]","(train,test)",4855577
32410,138094,"[1, 1]","(train,test)",406
32486,78839,"[2, 7]","(train,test)",2470433131948081
32498,23816,"[1, 0]","(train,test)",1010000
32557,165359,"[1, -1]","(train,test)",598
32595,52901,"[2, -1]","(train,test)",181
32621,1817,"[1, -243]","(train,test)",4294967053
32677,32996,"[2, 0]","(train,test)",67203259647836
32688,29773,"[14, 0]","(train,test)",8031810150
32760,204366,"[1, -1]","(train,test)",857
32865,33931,"[1, 0]","(train,test)",6
32913,153707,"[6, 0]","(test,train)",22680.0
32987,174332,"[2, 0]","(train,test)",410
33014,23816,"[2, 0]","(train,test)",2020000
33082,165850,"[6, 5]","(train,test)",1109
33107,190231,"[512, 0]","(train,test)",6930988311686938624
33402,108241,"[1, -4]","(train,test)",7874
33478,211511,"[16, 5]","(train,test)",2437
33503,9923,"[6, 0]","(train,test)",1374
33520,151396,"[1, -1]","(train,test)",101302819786919521
33541,16988,"[4, -1]","(train,test)",551
33550,104,"[4, -11]","(test,train)",4.0
33746,5669,"[1, 0]","(train,test)",104255099738019625697280
33806,69429,"[1, 0]","(train,test)",648
33898,77834,"[8, -12]","(train,test)",373244
34053,219178,"[1, -1]","(train,test)",5852
34145,53943,"[1, 1]","(train,test)",375
34196,175722,"[10, 3]","(train,test)",11003
34198,52901,"[4, -3]","(train,test)",329
34311,366,"[2, 1]","(train,test)",181
34323,97177,"[1, 1]","(train,test)",83
34369,29261,"[2, 2]","(train,test)",4372
34380,76864,"[1, 1]","(train,test)",113
34429,202468,"[1, 1]","(train,test)",2356
34519,218772,"[2, 1]","(train,test)",59319
34537,9268,"[1, 0]","(train,test)",200291280469622706
34639,130438,"[1, -5]","(train,test)",388
34721,216964,"[1, 0]","(train,test)",49
34821,83572,"[1, 0]","(train,test)",9012345678901
34855,19884,"[1, 1]","(train,test)",80
34875,24082,"[4, 0]","(train,test)",56644
34944,172190,"[9, 0]","(train,test)",504
35011,134975,"[3, 1]","(train,test)",3681400540
35139,77834,"[1, -5]","(train,test)",59315
35154,108417,"[49, -679]","(train,test)",67088
35162,318,"[3, 14]","(train,test)",1430511474609374
35190,52317,"[6, 1]","(train,test)",199
35228,115601,"[3, 0]","(train,test)",18
35233,197718,"[1, 1]","(train,test)",111111111111111111111111111111111112
35305,153767,"[1, 1]","(train,test)",89
35309,1182,"[64, 240]","(train,test)",18928
35311,9255,"[2, 1]","(train,test)",131
35334,104,"[62532, -49146]","(train,test)",513642
35344,73988,"[1, -1]","(train,test)",481235204714229
35375,137568,"[1, -1]","(train,test)",840
35412,16471,"[1, 0]","(train,test)",130
35567,14452,"[36, -2]","(train,test)",39582418599934
35598,60983,"[2, 0]","(test,train)",29533342.0
35627,11086,"[256, 0]","(train,test)",2044140858654976
35643,40262,"[1, -2]","(train,test)",5750079046
35693,159055,"[3, 0]","(train,test)",4869480
35734,39679,"[2, 0]","(train,test)",70
35754,57311,"[1, -2]","(train,test)",205
36016,141467,"[1, 0]","(train,test)",1
36025,11632,"[1, 0]","(train,test)",143101889288839872512
36111,168666,"[2, -1]","(train,test)",419431
36112,63530,"[1, 30]","(train,test)",967
36220,61607,"[1, -1]","(train,test)",6111
36278,81109,"[2, 3]","(train,test)",22963
36337,107564,"[1, -2]","(train,test)",133
36339,750,"[5, 0]","(test,train)",15220453704.0
36383,26333,"[2, -2]","(train,test)",5676
36418,204381,"[1, -1]","(train,test)",3564
36494,75853,"[-1, 1]","(train,test)",-1279999999
36515,129789,"[2, 0]","(train,test)",111826
36583,1214,"[98, 1961]","(train,test)",4313
36584,111643,"[2, 0]","(train,test)",50
36628,39624,"[8, 0]","(train,test)",232
36809,106495,"[8, 0]","(train,test)",2392
36925,318,"[7, 36]","(train,test)",667572021484376
36971,28761,"[1, 0]","(train,test)",1848
37058,87332,"[1, 1]","(train,test)",2047
37275,12601,"[1, 0]","(train,test)",111223
37312,177857,"[1, 2]","(train,test)",13242
37317,227476,"[1, 1]","(train,test)",17146907278
37352,142736,"[2, 0]","(train,test)",338
37353,24643,"[3, 1]","(train,test)",10871635969
37358,152412,"[2, 4]","(train,test)",1073741884
37409,12120,"[1, 0]","(train,test)",34406400000000000000
37474,194069,"[-1, 1]","(train,test)",10
37501,66729,"[4, 0]","(test,train)",630.0
37528,27803,"[2, -4]","(test,train)",847288609445.0
37630,153258,"[1, -1]","(train,test)",89
37644,1817,"[30, -29]","(train,test)",2013265891
37694,3418,"[1, 4096]","(train,test)",4494
37709,199802,"[2, 0]","(train,test)",3100
37860,114392,"[-1, 1]","(train,test)",2147482625
37938,37857,"[18, 9]","(train,test)",123201
37946,204608,"[6, 0]","(train,test)",12
38218,2250,"[540, 52]","(train,test)",599999999999999992
38224,182778,"[-1, 2]","(train,test)",0
38269,2250,"[100, 0]","(train,test)",111111111111111100
38280,1214,"[31, 589]","(train,test)",1488
38295,26023,"[1, 0]","(train,test)",26
38405,46958,"[2, 0]","(train,test)",18
38408,20564,"[5, 0]","(train,test)",11900
38420,8883,"[1, 0]","(train,test)",5279714475068333490176
38433,75853,"[35831808, 0]","(train,test)",2248392813428736
38484,40136,"[1, 0]","(train,test)",110000000000000000
38508,9215,"[1, 0]","(train,test)",169
38515,28990,"[1, 0]","(train,test)",27514634240000000000000
38524,187911,"[1, 1]","(train,test)",2
38572,122715,"[1, 1]","(train,test)",10498006
38641,184495,"[-1, 9]","(train,test)",2
38657,83402,"[1, 1]","(train,test)",786584467
38663,20697,"[1, 1]","(train,test)",8373808925584
38686,24082,"[9, 0]","(train,test)",119025
38699,57566,"[1, -1]","(train,test)",42
38755,1214,"[5, 95]","(train,test)",275
38797,56229,"[1, 0]","(train,test)",28
38834,37551,"[1, -1]","(train,test)",3
38936,58079,"[3, 0]","(train,test)",6348
39168,1817,"[19, 0]","(train,test)",20401094656
39185,75593,"[1, -2]","(train,test)",18059373
39226,28480,"[8, -1]","(test,train)",357627868652344.0
39247,1214,"[2, 38]","(train,test)",120
39321,59982,"[2, 1]","(train,test)",17639
39367,189240,"[4, 0]","(train,test)",2040
39433,115351,"[2, 0]","(train,test)",24
39457,144220,"[1, 0]","(train,test)",400
39462,146563,"[5, 0]","(train,test)",5242880
39574,137071,"[23, 0]","(train,test)",1182723429077563
39582,1494,"[9, -63]","(train,test)",0
39625,15723,"[1, 0]","(train,test)",38
39627,176222,"[6, 0]","(train,test)",4512
39642,1683,"[1, 0]","(train,test)",87960930222080
39667,1817,"[12, 0]","(train,test)",3221225472
39755,187707,"[1, -2]","(train,test)",79
39830,71740,"[5, 0]","(test,train)",2924926752050381.0
39857,183687,"[2, 0]","(test,train)",39103.0
39889,52901,"[5, -4]","(train,test)",406
39939,37550,"[1, 0]","(train,test)",130
39951,113088,"[5, 0]","(train,test)",50
39990,43001,"[1, 0]","(train,test)",1013
40012,153395,"[1, 1]","(train,test)",135
40052,1817,"[9, 1]","(train,test)",19327352833
40054,162580,"[1, 2]","(train,test)",124
40183,106622,"[1, -1]","(train,test)",16694
40212,27587,"[1, 0]","(train,test)",4265518180073472
40299,115668,"[2, 0]","(test,train)",55760.0
40306,24643,"[32, 1]","(train,test)",115964116993
40318,142821,"[1, 1]","(train,test)",1091
40368,23937,"[-1, 2]","(train,test)",1
40376,86280,"[2, -1]","(train,test)",329
40545,209819,"[9, -1]","(train,test)",53720
40565,1214,"[6, 117]","(train,test)",327
40662,203002,"[1, 1]","(train,test)",2922
40663,1214,"[97, 1944]","(train,test)",4272
40680,10239,"[2, 1]","(test,train)",11758.0
40685,21642,"[1, 0]","(train,test)",36125
40706,30786,"[1, -2]","(train,test)",103
40736,3418,"[1, 4096]","(train,test)",4494
40811,1484,"[2, 1]","(train,test)",589
40828,61739,"[1, 1]","(train,test)",21
40876,39368,"[1, 1]","(train,test)",86267571273
40909,208272,"[1, 1]","(train,test)",120
40914,17071,"[2, 0]","(train,test)",160
41032,182376,"[4, -1]","(train,test)",23819
41081,104098,"[4, 0]","(train,test)",912130600
41165,19294,"[18, -144]","(train,test)",28800
41177,20713,"[3, 0]","(test,train)",82937661506700.0
41182,224407,"[1, 1]","(train,test)",1
41248,163924,"[2, 0]","(test,train)",30.0
41386,103299,"[1, 0]","(train,test)",73786976294838206464
41500,1644,"[1, 0]","(train,test)",2333521433367183360
41557,122138,"[6, 0]","(train,test)",9886041636864
41581,115772,"[2, 0]","(train,test)",462
41593,40136,"[1, 0]","(train,test)",110000000000000000
41602,87191,"[1, -1]","(train,test)",2
41614,28807,"[4, 0]","(train,test)",80
41657,197617,"[1, -1]","(train,test)",2809
41677,101325,"[1, 1]","(train,test)",2823
41732,176592,"[2, 0]","(train,test)",52205852192
41741,46746,"[2, -1]","(test,train)",2315556656641.0
41865,52901,"[3, 0]","(train,test)",240
41874,69860,"[1, -2]","(train,test)",20
41883,181935,"[1, 0]","(train,test)",116624
42124,168970,"[2, 16]","(train,test)",2952790016
42131,108142,"[3, -3]","(train,test)",11223
42266,1494,"[6, -41]","(train,test)",1
42326,16681,"[3, 0]","(train,test)",260253
42361,22317,"[64, 0]","(train,test)",19807040628566084398385987584
42481,175969,"[3, -2]","(train,test)",352
42512,137071,"[2, -1]","(test,train)",873430010034205.0
42530,32765,"[3, 0]","(test,train)",39088169.0
42608,11242,"[1, 0]","(train,test)",572204589843750
42714,53304,"[-1, 7]","(train,test)",62
42880,181541,"[9, -5]","(train,test)",1759
43022,222773,"[3, 0]","(train,test)",1348870028544
43119,76934,"[2, 2]","(train,test)",4600
43135,15722,"[1, -1]","(train,test)",3780
43152,202738,"[-1, 2]","(train,test)",2
43175,109449,"[1, -1]","(train,test)",262
43259,13720,"[1, -1]","(train,test)",109
43297,124344,"[2, 1]","(train,test)",665
43320,107787,"[1, -1]","(train,test)",2797
43345,17145,"[-7, 14]","(train,test)",7
43412,5966,"[1, 0]","(train,test)",19599665578316398592
43463,212251,"[1, 1]","(train,test)",130
43477,156668,"[1, 0]","(train,test)",9
43480,76934,"[5, 9]","(train,test)",5104
43514,9268,"[1, 0]","(train,test)",200291280469622706
43518,67321,"[3, 0]","(test,train)",44.0
43660,115040,"[2, 0]","(train,test)",59392
43663,140287,"[132, 0]","(test,train)",91.0
43704,180883,"[1, 0]","(train,test)",108
43750,40136,"[1, 0]","(train,test)",110000000000000000
43765,208161,"[2, -10]","(train,test)",9188
43859,23909,"[1, 0]","(train,test)",17
43880,2250,"[11, 1]","(train,test)",122222222222222222
43896,208161,"[1, -5]","(train,test)",4788
43953,166603,"[1, 10]","(train,test)",3011
43967,224603,"[2, -3]","(train,test)",75937
43975,102420,"[1, 1]","(train,test)",5542657015620198
44066,151599,"[1, 0]","(train,test)",8026
44082,1182,"[216, 888]","(train,test)",58776
44148,33640,"[4, 0]","(test,train)",2.0
44171,156322,"[1, -1]","(train,test)",160
44188,17071,"[2, 2]","(train,test)",162
44216,107385,"[1, 1]","(train,test)",5
44236,192687,"[1, -9]","(train,test)",49423455006492
44251,5413,"[1, 1]","(train,test)",3
44308,9923,"[1, 4]","(train,test)",275
44334,194843,"[1, -5]","(train,test)",16
44394,14452,"[10, 1]","(train,test)",43980465111041
44426,10344,"[-27, 27]","(train,test)",592704
44438,9923,"[3, 0]","(train,test)",753
44466,1683,"[1, 0]","(train,test)",87960930222080
44669,162018,"[2, 0]","(test,train)",34528.0
44692,19294,"[784, -6244]","(train,test)",802844
44786,35523,"[1, 4]","(train,test)",25589
44793,153221,"[2, 0]","(test,train)",7420.0
44798,115787,"[3, 3]","(train,test)",11874
44855,23977,"[1, 4]","(train,test)",173
44893,49168,"[1, 0]","(train,test)",467
44965,1214,"[9, 174]","(train,test)",480
44980,90390,"[3, 0]","(train,test)",6
45012,98649,"[6, 0]","(train,test)",25124095510618356
45196,185101,"[1, 0]","(train,test)",70674
45319,43872,"[4, -2]","(train,test)",606
45362,5723,"[1, -2]","(train,test)",106
45444,63642,"[2, -1]","(train,test)",4285
45589,140997,"[3, 0]","(test,train)",3333333333.0
45614,5544,"[1, 0]","(train,test)",7121453984059539456
45738,40136,"[1, 0]","(train,test)",110000000000000000
45790,19294,"[576, -4584]","(train,test)",589848
45825,158438,"[5, 0]","(test,train)",7405471040.0
45873,24675,"[2520, 2523]","(train,test)",93243
45981,24336,"[1, 0]","(train,test)",351829430966702353416192
45990,145117,"[3, -2]","(train,test)",7851737089
46016,963,"[126, 2015]","(train,test)",85679
46167,172560,"[4, 13]","(train,test)",4881
46178,208852,"[1, 1]","(train,test)",521
46182,1494,"[3, -15]","(train,test)",6
46240,28495,"[25, 0]","(train,test)",18879025
46355,116226,"[1, -1]","(train,test)",3571
46408,19294,"[21, -168]","(train,test)",28749
46413,120470,"[2, 0]","(test,train)",87037120.0
46433,104134,"[3, -2]","(train,test)",2223564321341884
46447,25876,"[1, 1]","(train,test)",17592190238721
46470,64254,"[2, 0]","(train,test)",14653320312500
46528,85841,"[1, 1]","(train,test)",92
46550,3800,"[4, 0]","(train,test)",128100278880
46591,202274,"[27, 0]","(train,test)",19034163
46666,113168,"[16, 0]","(train,test)",236421376
46777,119110,"[1, 1]","(train,test)",296
46809,106460,"[1, 0]","(train,test)",93
46902,99085,"[-2, 3]","(test,train)",10923.0
46937,69429,"[1, 0]","(train,test)",648
46968,22821,"[1, -1]","(train,test)",6960
47003,166346,"[2, 0]","(test,train)",2784.0
47063,80081,"[1, -4]","(train,test)",1431
47072,1214,"[13, 247]","(train,test)",676
47077,201286,"[2, 1]","(train,test)",8371
47138,133219,"[2, -2]","(train,test)",0
47174,164481,"[1, 2]","(train,test)",123
47220,963,"[5000, 28736]","(train,test)",2548736
47494,53024,"[4, 1]","(test,train)",165.0
47647,144338,"[1, 0]","(train,test)",60
47689,6847,"[1, 12]","(train,test)",653
47712,89519,"[1, 0]","(train,test)",727
47720,11021,"[1, 1]","(train,test)",70
48018,162629,"[-1, 1]","(train,test)",1
48022,14452,"[3, 1]","(test,train)",93824992236885.0
48047,28180,"[65536, -65536]","(train,test)",96717311574016
48048,131061,"[1, 0]","(train,test)",202
48146,185076,"[1, 0]","(train,test)",3415
48160,118119,"[1, 406875]","(train,test)",406942
48176,27587,"[1, 0]","(train,test)",4265518180073472
48194,92428,"[2, -2]","(train,test)",46912496118442
48204,211864,"[1, 0]","(train,test)",122
48215,42164,"[3, 3]","(test,train)",84.0
48307,44154,"[1, 1]","(train,test)",8
48372,102636,"[4, -3]","(train,test)",4101
